event_id,similarity_group,relative_day,abs_return
2020Q1,高创新度,7,0.0053151342812005
2020Q1,高创新度,8,0.0054449278846275
2020Q1,高创新度,9,0.0229268523261949
2020Q1,高创新度,10,0.0013757614935314
2020Q2,中间组,0,0.0115139024314452
2020Q2,中间组,1,0.0035990370281944
2020Q2,中间组,2,0.0091189810513305
2020Q2,中间组,3,0.0072918784805107
2020Q2,中间组,4,0.0025673217296072
2020Q2,中间组,5,0.014866321534573
2020Q2,中间组,6,0.0235081235948679
2020Q2,中间组,7,0.0005129561935409
2020Q2,中间组,8,0.0149764500839021
2020Q2,中间组,9,0.0129778905042695
2020Q2,中间组,10,0.0084820888562333
2020Q3,高创新度,0,0.0124347735411338
2020Q3,高创新度,1,0.004118443652732
2020Q3,高创新度,2,0.0215404378648502
2020Q3,高创新度,3,9.2755261493771e-06
2020Q3,高创新度,4,0.0019902726288669
2020Q3,高创新度,5,0.0017512151329033
2020Q3,高创新度,6,0.0086225274955211
2020Q3,高创新度,7,0.0024602592272164
2020Q3,高创新度,8,0.013409505499035
2020Q3,高创新度,9,0.0004398406619541
2020Q3,高创新度,10,0.0103017391876368
2020Q4,中间组,0,0.0218683878443621
